,trip_length,trip_start_time,trip_end_time,trip_duration,ev,ev_id,trip_speed,trip_energy_consumption,trip_required_soc,ev_battery_size,trip_estimate_arrival,profile,trip_id,covered_distance,covered_trip_length
14,45.035,2020-01-08 08:12:00.000000,2020-01-08 08:45:38.456552,0 days 00:33:38.456552,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.3217685630089,9.9077,0.11656117647058824,85.0,2020-01-08 08:45:38.456552,"N:Residential4, T:Long",31b36949f480036c199f4e9394d31eb4,45.035,
15,45.035,2020-01-08 18:22:00.000000,2020-01-08 18:55:35.768110,0 days 00:33:35.768110,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.42889418054648,9.9077,0.11656117647058824,85.0,2020-01-08 18:55:35.768110,"N:Residential4, T:Long",998183685d9b5470a5e73a122f37a8c2,45.035,
16,48.51,2020-01-09 07:43:00.000000,2020-01-09 08:19:07.583432,0 days 00:36:07.583432,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.56714101530834,10.6722,0.12555529411764707,85.0,2020-01-09 08:19:07.583432,"N:Residential4, T:Long",c6eaff5bfd616c7a6d061cce2379d01d,48.51,
17,48.51,2020-01-09 18:17:00.000000,2020-01-09 18:53:21.501474,0 days 00:36:21.501474,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.05312031305021,10.6722,0.12555529411764707,85.0,2020-01-09 18:53:21.501474,"N:Residential4, T:Long",6f77b8c7739b0e6e7eb9f9b0b1454ddf,48.51,
18,46.695,2020-01-10 08:01:00.000000,2020-01-10 08:35:51.334551,0 days 00:34:51.334551,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.38025284896666,10.2729,0.12085764705882353,85.0,2020-01-10 08:35:51.334551,"N:Residential4, T:Long",c92e4988330c50d2ca534306dc4ff051,46.695,
19,46.695,2020-01-10 18:15:00.000000,2020-01-10 18:50:09.544212,0 days 00:35:09.544212,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.68640762119387,10.2729,0.12085764705882353,85.0,2020-01-10 18:50:09.544212,"N:Residential4, T:Long",5f93868d38374d8f9a02ea1a3afb20af,46.695,
20,45.81,2020-01-11 08:12:00.000000,2020-01-11 08:46:14.582896,0 days 00:34:14.582896,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.26738677208603,10.0782,0.11856705882352941,85.0,2020-01-11 08:46:14.582896,"N:Residential4, T:Long",af590409991eaa2b54e75b26d604bdfc,45.81,
21,45.81,2020-01-11 18:36:00.000000,2020-01-11 19:10:03.176961,0 days 00:34:03.176961,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.71547553355694,10.0782,0.11856705882352941,85.0,2020-01-11 19:10:03.176961,"N:Residential4, T:Long",5559c489709a8cc1e2733c1aa5345319,45.81,
22,47.405,2020-01-12 07:43:00.000000,2020-01-12 08:18:25.921992,0 days 00:35:25.921992,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.27481753451659,10.4291,0.12269529411764706,85.0,2020-01-12 08:18:25.921992,"N:Residential4, T:Long",b275ac740ef0b0dd060663042534edfc,47.405,
23,47.405,2020-01-12 18:26:00.000000,2020-01-12 19:01:42.200685,0 days 00:35:42.200685,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.6648050598676,10.4291,0.12269529411764706,85.0,2020-01-12 19:01:42.200685,"N:Residential4, T:Long",04d556ff3e347de5d3c097d3ac1fb8be,47.405,
24,47.335,2020-01-13 07:42:00.000000,2020-01-13 08:17:29.469994,0 days 00:35:29.469994,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.02272887865037,10.4137,0.12251411764705883,85.0,2020-01-13 08:17:29.469994,"N:Residential4, T:Long",dbc68509c50121d7e39c1aa045bd91f0,47.335,
25,47.335,2020-01-13 18:46:00.000000,2020-01-13 19:21:11.450618,0 days 00:35:11.450618,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.70565256721204,10.4137,0.12251411764705883,85.0,2020-01-13 19:21:11.450618,"N:Residential4, T:Long",a7c13d764aca74499f309b94eb26bb8b,47.335,
26,48.905,2020-01-14 07:49:00.000000,2020-01-14 08:25:35.448314,0 days 00:36:35.448314,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.19227731927573,10.7591,0.12657764705882352,85.0,2020-01-14 08:25:35.448314,"N:Residential4, T:Long",cfe3520c742a4ba8d2148b38f42c77e2,48.905,
27,48.905,2020-01-14 18:13:00.000000,2020-01-14 18:49:40.184423,0 days 00:36:40.184423,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.01965568915273,10.7591,0.12657764705882352,85.0,2020-01-14 18:49:40.184423,"N:Residential4, T:Long",5e3b598fcbaf635606217e47cfa29861,48.905,
28,46.02,2020-01-15 08:03:00.000000,2020-01-15 08:37:16.457059,0 days 00:34:16.457059,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.56185724851416,10.124400000000001,0.11911058823529413,85.0,2020-01-15 08:37:16.457059,"N:Residential4, T:Long",e8c5d2d6a121569b04ec22f3456031ba,46.02,
29,46.02,2020-01-15 18:15:00.000000,2020-01-15 18:49:14.748748,0 days 00:34:14.748748,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.62883610310561,10.124400000000001,0.11911058823529413,85.0,2020-01-15 18:49:14.748748,"N:Residential4, T:Long",fd2ced4a85f8e2b6cc694636e8eb2a0a,46.02,
30,44.39,2020-01-16 08:03:00.000000,2020-01-16 08:35:55.641765,0 days 00:32:55.641765,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.88713392509874,9.7658,0.11489176470588236,85.0,2020-01-16 08:35:55.641765,"N:Residential4, T:Long",136f60e170d8670c75697d5d1baae96e,44.39,
31,44.39,2020-01-16 18:37:00.000000,2020-01-16 19:10:02.622543,0 days 00:33:02.622543,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.60233176759178,9.7658,0.11489176470588236,85.0,2020-01-16 19:10:02.622543,"N:Residential4, T:Long",052f7f0dd0d023cf806da02fac253103,44.39,
32,47.07,2020-01-17 07:44:00.000000,2020-01-17 08:19:36.019606,0 days 00:35:36.019606,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.33073250311892,10.3554,0.12182823529411764,85.0,2020-01-17 08:19:36.019606,"N:Residential4, T:Long",a40dab1b9bd665a07a90bc270da184b1,47.07,
33,47.07,2020-01-17 18:28:00.000000,2020-01-17 19:03:22.659344,0 days 00:35:22.659344,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.830049246477,10.3554,0.12182823529411764,85.0,2020-01-17 19:03:22.659344,"N:Residential4, T:Long",5e79a245dc4c103fdcd5813b2e3e9f18,47.07,
34,45.185,2020-01-18 08:07:00.000000,2020-01-18 08:40:45.988790,0 days 00:33:45.988790,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.2896841329949,9.940700000000001,0.1169494117647059,85.0,2020-01-18 08:40:45.988790,"N:Residential4, T:Long",af9ee582a54fbc77c86b320a0ef1596d,45.185,
35,45.185,2020-01-18 18:47:00.000000,2020-01-18 19:20:34.761542,0 days 00:33:34.761542,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.7370979773541,9.940700000000001,0.1169494117647059,85.0,2020-01-18 19:20:34.761542,"N:Residential4, T:Long",098d6cf06b2b20a3e9c135640fc39c89,45.185,
36,44.53,2020-01-19 07:52:00.000000,2020-01-19 08:25:00.540399,0 days 00:33:00.540399,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.94154508548027,9.7966,0.11525411764705883,85.0,2020-01-19 08:25:00.540399,"N:Residential4, T:Long",7752e967fb8b591f8d46de76a6b3b952,44.53,
37,44.53,2020-01-19 18:30:00.000000,2020-01-19 19:03:33.985907,0 days 00:33:33.985907,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.59737923974397,9.7966,0.11525411764705883,85.0,2020-01-19 19:03:33.985907,"N:Residential4, T:Long",f17584e43feca79218cc7a7b135b5242,44.53,
38,46.3,2020-01-20 08:01:00.000000,2020-01-20 08:35:49.840729,0 days 00:34:49.840729,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.75727416691001,10.186,0.11983529411764705,85.0,2020-01-20 08:35:49.840729,"N:Residential4, T:Long",b4278a0875de54c96ce1513d28ca9102,46.3,
39,46.3,2020-01-20 18:43:00.000000,2020-01-20 19:17:37.075200,0 days 00:34:37.075200,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.24745563779133,10.186,0.11983529411764705,85.0,2020-01-20 19:17:37.075200,"N:Residential4, T:Long",d66ef5611f83a881afc66ab7f160f50e,46.3,
40,44.925,2020-01-21 08:14:00.000000,2020-01-21 08:47:34.296402,0 days 00:33:34.296402,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.29106335531849,9.8835,0.11627647058823529,85.0,2020-01-21 08:47:34.296402,"N:Residential4, T:Long",bfeb25347cbd798d071ed7f5b52d7ab4,44.925,
41,44.925,2020-01-21 18:37:00.000000,2020-01-21 19:10:56.197078,0 days 00:33:56.197078,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.42747867385282,9.8835,0.11627647058823529,85.0,2020-01-21 19:10:56.197078,"N:Residential4, T:Long",38747a1b598f64d71385a86ac66b8c60,44.925,
42,46.59,2020-01-22 08:15:00.000000,2020-01-22 08:49:39.343728,0 days 00:34:39.343728,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.66198857633353,10.2498,0.12058588235294118,85.0,2020-01-22 08:49:39.343728,"N:Residential4, T:Long",96da472c6e748134a31532ae406ab5b6,46.59,
43,46.59,2020-01-22 18:29:00.000000,2020-01-22 19:03:52.363613,0 days 00:34:52.363613,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.16006347072882,10.2498,0.12058588235294118,85.0,2020-01-22 19:03:52.363613,"N:Residential4, T:Long",dbbb20e781e84e68ecf3557e4f9a6f0e,46.59,
44,47.03,2020-01-23 07:57:00.000000,2020-01-23 08:32:11.672976,0 days 00:35:11.672976,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.17718744383284,10.3466,0.12172470588235294,85.0,2020-01-23 08:32:11.672976,"N:Residential4, T:Long",8eafca5814acf59b8ef5d599ce9d1b2e,47.03,
45,47.03,2020-01-23 18:23:00.000000,2020-01-23 18:58:18.098350,0 days 00:35:18.098350,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.93396530978775,10.3466,0.12172470588235294,85.0,2020-01-23 18:58:18.098350,"N:Residential4, T:Long",0399e5cd0aac49cc86d6787b2abd06af,47.03,
46,44.775,2020-01-24 08:06:00.000000,2020-01-24 08:39:26.210328,0 days 00:33:26.210328,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.3455140128131,9.8505,0.11588823529411765,85.0,2020-01-24 08:39:26.210328,"N:Residential4, T:Long",ffc9caf57b9e756383be4fe474514e97,44.775,
47,44.775,2020-01-24 18:37:00.000000,2020-01-24 19:10:43.165771,0 days 00:33:43.165771,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.67216642299825,9.8505,0.11588823529411765,85.0,2020-01-24 19:10:43.165771,"N:Residential4, T:Long",1722674d9a5b090d9deb664d5aae0a0f,44.775,
48,47.295,2020-01-25 07:43:00.000000,2020-01-25 08:18:18.311384,0 days 00:35:18.311384,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.37628522151863,10.4049,0.12241058823529412,85.0,2020-01-25 08:18:18.311384,"N:Residential4, T:Long",3d6c94241347492918140e0a760805c5,47.295,
49,47.295,2020-01-25 18:46:00.000000,2020-01-25 19:21:22.861779,0 days 00:35:22.861779,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.20399710477147,10.4049,0.12241058823529412,85.0,2020-01-25 19:21:22.861779,"N:Residential4, T:Long",284ea1e6c7eb1995868f894941686ae5,47.295,
50,48.85,2020-01-26 08:10:00.000000,2020-01-26 08:47:05.393456,0 days 00:37:05.393456,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.02422808161033,10.747,0.12643529411764706,85.0,2020-01-26 08:47:05.393456,"N:Residential4, T:Long",2ce4a27a1e0ffcd61ef06c998adcfefe,48.85,
51,48.85,2020-01-26 18:32:00.000000,2020-01-26 19:08:12.251220,0 days 00:36:12.251220,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.95748704525515,10.747,0.12643529411764706,85.0,2020-01-26 19:08:12.251220,"N:Residential4, T:Long",fef105742322f5fa7323709a70e54c77,48.85,
52,44.555,2020-01-27 07:53:00.000000,2020-01-27 08:26:12.629904,0 days 00:33:12.629904,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.49563026488784,9.8021,0.11531882352941175,85.0,2020-01-27 08:26:12.629904,"N:Residential4, T:Long",596af7959a5dd974fa3df65c723622ed,44.555,
53,44.555,2020-01-27 18:12:00.000000,2020-01-27 18:45:13.138147,0 days 00:33:13.138147,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.47510415501417,9.8021,0.11531882352941175,85.0,2020-01-27 18:45:13.138147,"N:Residential4, T:Long",dd65ac37504774cce86a7d5c2553c1cb,44.555,
54,47.505,2020-01-28 08:05:00.000000,2020-01-28 08:40:15.138781,0 days 00:35:15.138781,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.85426902741399,10.4511,0.12295411764705882,85.0,2020-01-28 08:40:15.138781,"N:Residential4, T:Long",a9cc3d5ae901d7c5dbd82535b88074ca,47.505,
55,47.505,2020-01-28 18:45:00.000000,2020-01-28 19:20:56.741319,0 days 00:35:56.741319,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.29462774653571,10.4511,0.12295411764705882,85.0,2020-01-28 19:20:56.741319,"N:Residential4, T:Long",737f3aaaac33bbe7ea8b0ea347db438e,47.505,
56,46.49,2020-01-29 08:08:00.000000,2020-01-29 08:42:35.845815,0 days 00:34:35.845815,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.6244850964876,10.2278,0.12032705882352941,85.0,2020-01-29 08:42:35.845815,"N:Residential4, T:Long",ac12a04eb7634c603959f8f6a1a21c16,46.49,
57,46.49,2020-01-29 18:42:00.000000,2020-01-29 19:17:03.842910,0 days 00:35:03.842910,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.55156691083101,10.2278,0.12032705882352941,85.0,2020-01-29 19:17:03.842910,"N:Residential4, T:Long",d58074bc5476b08715750e801203a278,46.49,
58,46.2,2020-01-30 07:58:00.000000,2020-01-30 08:32:45.137971,0 days 00:34:45.137971,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.76450590506442,10.164000000000001,0.11957647058823531,85.0,2020-01-30 08:32:45.137971,"N:Residential4, T:Long",1b86c6eb337a4f2aad145a98122dd276,46.2,
59,46.2,2020-01-30 18:20:00.000000,2020-01-30 18:54:18.640220,0 days 00:34:18.640220,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.7911933384696,10.164000000000001,0.11957647058823531,85.0,2020-01-30 18:54:18.640220,"N:Residential4, T:Long",a2bfc3d58863a514c619ad167ce79edb,46.2,
60,46.1,2020-01-31 08:13:00.000000,2020-01-31 08:47:09.783755,0 days 00:34:09.783755,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.96463814353433,10.142000000000001,0.11931764705882354,85.0,2020-01-31 08:47:09.783755,"N:Residential4, T:Long",bd43e64855b1b362c5444bc60de59878,46.1,
61,46.1,2020-01-31 18:25:00.000000,2020-01-31 18:59:30.890262,0 days 00:34:30.890262,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.13944682538305,10.142000000000001,0.11931764705882354,85.0,2020-01-31 18:59:30.890262,"N:Residential4, T:Long",ffc2995a04f0a60979e2680d3af19562,46.1,
62,48.76,2020-02-01 08:04:00.000000,2020-02-01 08:40:12.674209,0 days 00:36:12.674209,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.79260078614733,10.7272,0.12620235294117646,85.0,2020-02-01 08:40:12.674209,"N:Residential4, T:Long",657af7cda40520fa0420b1c53a7f1552,48.76,
63,48.76,2020-02-01 18:18:00.000000,2020-02-01 18:54:26.300404,0 days 00:36:26.300404,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.28905800936404,10.7272,0.12620235294117646,85.0,2020-02-01 18:54:26.300404,"N:Residential4, T:Long",92ec96a75b970b99018e6d5d160171e8,48.76,
64,46.25,2020-02-02 07:57:00.000000,2020-02-02 08:32:05.012357,0 days 00:35:05.012357,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.09692285684024,10.175,0.11970588235294119,85.0,2020-02-02 08:32:05.012357,"N:Residential4, T:Long",8556d448df4c3cdfadcf3812928b3586,46.25,
65,46.25,2020-02-02 18:47:00.000000,2020-02-02 19:21:50.540753,0 days 00:34:50.540753,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.64446506796826,10.175,0.11970588235294119,85.0,2020-02-02 19:21:50.540753,"N:Residential4, T:Long",399d27daf824ee797842ac8d7ce456de,46.25,
66,46.895,2020-02-03 08:06:00.000000,2020-02-03 08:40:50.886189,0 days 00:34:50.886189,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.74184089444961,10.3169,0.12137529411764707,85.0,2020-02-03 08:40:50.886189,"N:Residential4, T:Long",1a7f23067e7203b80fd0817f1ac453da,46.895,
67,46.895,2020-02-03 18:35:00.000000,2020-02-03 19:10:08.691938,0 days 00:35:08.691938,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.06005853032943,10.3169,0.12137529411764707,85.0,2020-02-03 19:10:08.691938,"N:Residential4, T:Long",2a71d79d19ca3ae1d87ba8c6f7a9438f,46.895,
68,44.91,2020-02-04 08:17:00.000000,2020-02-04 08:50:29.621621,0 days 00:33:29.621621,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.45096564480886,9.880199999999999,0.11623764705882352,85.0,2020-02-04 08:50:29.621621,"N:Residential4, T:Long",ece4088132f17fae9ad873efdeaedcc5,44.91,
69,44.91,2020-02-04 18:22:00.000000,2020-02-04 18:55:16.307827,0 days 00:33:16.307827,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.98750994127116,9.880199999999999,0.11623764705882352,85.0,2020-02-04 18:55:16.307827,"N:Residential4, T:Long",f25b88fb4a874e1534680c14def35be4,44.91,
70,48.115,2020-02-05 08:16:00.000000,2020-02-05 08:52:26.169381,0 days 00:36:26.169381,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.23173816377745,10.5853,0.1245329411764706,85.0,2020-02-05 08:52:26.169381,"N:Residential4, T:Long",4ee997587ea27e864ce35fd3605aa043,48.115,
71,48.115,2020-02-05 18:23:00.000000,2020-02-05 18:59:23.174487,0 days 00:36:23.174487,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.34042884367797,10.5853,0.1245329411764706,85.0,2020-02-05 18:59:23.174487,"N:Residential4, T:Long",67b034421240f566360a2b4d92d1069a,48.115,
72,48.25,2020-02-06 08:15:00.000000,2020-02-06 08:51:11.557571,0 days 00:36:11.557571,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.98866911524223,10.615,0.12488235294117647,85.0,2020-02-06 08:51:11.557571,"N:Residential4, T:Long",157b7b9c7d7d5826df872760b6ea8418,48.25,
73,48.25,2020-02-06 18:41:00.000000,2020-02-06 19:17:00.455590,0 days 00:36:00.455590,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.39970866479855,10.615,0.12488235294117647,85.0,2020-02-06 19:17:00.455590,"N:Residential4, T:Long",f826302419a670b02c8b20c5a44e271c,48.25,
74,48.525,2020-02-07 07:46:00.000000,2020-02-07 08:22:37.977241,0 days 00:36:37.977241,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.47762002538744,10.6755,0.12559411764705883,85.0,2020-02-07 08:22:37.977241,"N:Residential4, T:Long",c8bc8a493110be768881671f277a83c4,48.525,
75,48.525,2020-02-07 18:30:00.000000,2020-02-07 19:06:47.945140,0 days 00:36:47.945140,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.1188136242126,10.6755,0.12559411764705883,85.0,2020-02-07 19:06:47.945140,"N:Residential4, T:Long",b9909fc99fe7b8998db6fbed7f1a7241,48.525,
76,48.165,2020-02-08 08:15:00.000000,2020-02-08 08:51:32.625059,0 days 00:36:32.625059,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,79.08055201429363,10.5963,0.12466235294117646,85.0,2020-02-08 08:51:32.625059,"N:Residential4, T:Long",1e8099fa020ead693d6f84b45cb3c3de,48.165,
77,48.165,2020-02-08 18:30:00.000000,2020-02-08 19:05:44.104559,0 days 00:35:44.104559,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.87012327900015,10.5963,0.12466235294117646,85.0,2020-02-08 19:05:44.104559,"N:Residential4, T:Long",8b6c9106c3e1ed495b499315029444a1,48.165,
78,49.03,2020-02-09 08:04:00.000000,2020-02-09 08:40:19.388336,0 days 00:36:19.388336,Jaguar I-Pace with 85 kWh battery,84b9f935dffdb0658b7b76113f517004,80.989696552578,10.7866,0.12690117647058824,85.0,2020-02-09 08:40:19.388336,"N:Residential4, T:Long",875ca2d94e32242ef5c1e25736ccd1f3,49.03,
