,start_time,end_time,distance,ev_id
71,2019-02-05 18:35:00,2019-02-05 18:40:07.138777,5.05,ceeb844204ff3cf4f2617084dc5e54b4
72,2019-02-06 07:56:00,2019-02-06 08:01:04.284468,5.05,ceeb844204ff3cf4f2617084dc5e54b4
73,2019-02-06 18:35:00,2019-02-06 18:40:00.619192,5.05,ceeb844204ff3cf4f2617084dc5e54b4
74,2019-02-07 08:03:00,2019-02-07 08:08:07.333969,5.075,ceeb844204ff3cf4f2617084dc5e54b4
75,2019-02-07 18:34:00,2019-02-07 18:39:07.968903,5.075,ceeb844204ff3cf4f2617084dc5e54b4
76,2019-02-08 07:58:00,2019-02-08 08:03:16.836966,5.23,ceeb844204ff3cf4f2617084dc5e54b4
77,2019-02-08 18:30:00,2019-02-08 18:35:12.411913,5.23,ceeb844204ff3cf4f2617084dc5e54b4
78,2019-02-09 08:03:00,2019-02-09 08:08:19.778043,5.285,ceeb844204ff3cf4f2617084dc5e54b4
79,2019-02-09 18:35:00,2019-02-09 18:40:16.821634,5.285,ceeb844204ff3cf4f2617084dc5e54b4
80,2019-02-10 07:54:00,2019-02-10 07:59:02.901620,5.0,ceeb844204ff3cf4f2617084dc5e54b4
81,2019-02-10 18:35:00,2019-02-10 18:39:59.776830,5.0,ceeb844204ff3cf4f2617084dc5e54b4
82,2019-02-11 08:03:00,2019-02-11 08:08:18.540875,5.305,ceeb844204ff3cf4f2617084dc5e54b4
83,2019-02-11 18:32:00,2019-02-11 18:37:13.222585,5.305,ceeb844204ff3cf4f2617084dc5e54b4
84,2019-02-12 08:05:00,2019-02-12 08:09:58.572261,5.035,ceeb844204ff3cf4f2617084dc5e54b4
85,2019-02-12 18:27:00,2019-02-12 18:31:58.594551,5.035,ceeb844204ff3cf4f2617084dc5e54b4
86,2019-02-13 07:57:00,2019-02-13 08:02:01.921908,5.02,ceeb844204ff3cf4f2617084dc5e54b4
87,2019-02-13 18:29:00,2019-02-13 18:33:58.234179,5.02,ceeb844204ff3cf4f2617084dc5e54b4
88,2019-02-14 08:02:00,2019-02-14 08:07:05.245203,5.04,ceeb844204ff3cf4f2617084dc5e54b4
89,2019-02-14 18:29:00,2019-02-14 18:33:59.877041,5.04,ceeb844204ff3cf4f2617084dc5e54b4
90,2019-02-15 07:58:00,2019-02-15 08:02:54.754907,4.985,ceeb844204ff3cf4f2617084dc5e54b4
91,2019-02-15 18:31:00,2019-02-15 18:36:01.406618,4.985,ceeb844204ff3cf4f2617084dc5e54b4
92,2019-02-16 08:01:00,2019-02-16 08:06:01.397525,5.01,ceeb844204ff3cf4f2617084dc5e54b4
93,2019-02-16 18:32:00,2019-02-16 18:36:57.176817,5.01,ceeb844204ff3cf4f2617084dc5e54b4
94,2019-02-17 08:00:00,2019-02-17 08:05:08.190166,5.055,ceeb844204ff3cf4f2617084dc5e54b4
95,2019-02-17 18:24:00,2019-02-17 18:28:59.874506,5.055,ceeb844204ff3cf4f2617084dc5e54b4
96,2019-02-18 08:04:00,2019-02-18 08:09:10.933881,5.195,ceeb844204ff3cf4f2617084dc5e54b4
97,2019-02-18 18:24:00,2019-02-18 18:29:07.888118,5.195,ceeb844204ff3cf4f2617084dc5e54b4
98,2019-02-19 07:58:00,2019-02-19 08:03:21.773663,5.38,ceeb844204ff3cf4f2617084dc5e54b4
99,2019-02-19 18:32:00,2019-02-19 18:37:26.775865,5.38,ceeb844204ff3cf4f2617084dc5e54b4
100,2019-02-20 08:02:00,2019-02-20 08:07:03.888941,5.045,ceeb844204ff3cf4f2617084dc5e54b4
101,2019-02-20 18:25:00,2019-02-20 18:30:05.362384,5.045,ceeb844204ff3cf4f2617084dc5e54b4
102,2019-02-21 07:58:00,2019-02-21 08:03:31.465176,5.495,ceeb844204ff3cf4f2617084dc5e54b4
103,2019-02-21 18:30:00,2019-02-21 18:35:30.779272,5.495,ceeb844204ff3cf4f2617084dc5e54b4
104,2019-02-22 08:03:00,2019-02-22 08:07:57.679712,5.01,ceeb844204ff3cf4f2617084dc5e54b4
105,2019-02-22 18:27:00,2019-02-22 18:32:03.063365,5.01,ceeb844204ff3cf4f2617084dc5e54b4
106,2019-02-23 08:03:00,2019-02-23 08:08:02.787072,5.125,ceeb844204ff3cf4f2617084dc5e54b4
107,2019-02-23 18:30:00,2019-02-23 18:35:04.036158,5.125,ceeb844204ff3cf4f2617084dc5e54b4
108,2019-02-24 07:58:00,2019-02-24 08:03:01.029318,5.05,ceeb844204ff3cf4f2617084dc5e54b4
109,2019-02-24 18:27:00,2019-02-24 18:32:06.328664,5.05,ceeb844204ff3cf4f2617084dc5e54b4
110,2019-02-25 08:04:00,2019-02-25 08:09:00.553615,5.035,ceeb844204ff3cf4f2617084dc5e54b4
111,2019-02-25 18:31:00,2019-02-25 18:36:03.404072,5.035,ceeb844204ff3cf4f2617084dc5e54b4
112,2019-02-26 07:55:00,2019-02-26 08:00:17.378989,5.31,ceeb844204ff3cf4f2617084dc5e54b4
113,2019-02-26 18:35:00,2019-02-26 18:40:19.177471,5.31,ceeb844204ff3cf4f2617084dc5e54b4
114,2019-02-27 07:57:00,2019-02-27 08:02:12.947251,5.235,ceeb844204ff3cf4f2617084dc5e54b4
115,2019-02-27 18:28:00,2019-02-27 18:33:15.000967,5.235,ceeb844204ff3cf4f2617084dc5e54b4
116,2019-02-28 08:01:00,2019-02-28 08:06:25.153330,5.43,ceeb844204ff3cf4f2617084dc5e54b4
117,2019-02-28 18:26:00,2019-02-28 18:31:25.724782,5.43,ceeb844204ff3cf4f2617084dc5e54b4
118,2019-03-01 08:01:00,2019-03-01 08:06:20.846814,5.435,ceeb844204ff3cf4f2617084dc5e54b4
119,2019-03-01 18:32:00,2019-03-01 18:37:30.526447,5.435,ceeb844204ff3cf4f2617084dc5e54b4
120,2019-03-02 08:00:00,2019-03-02 08:04:59.833095,5.06,ceeb844204ff3cf4f2617084dc5e54b4
121,2019-03-02 18:34:00,2019-03-02 18:39:04.080964,5.06,ceeb844204ff3cf4f2617084dc5e54b4
122,2019-03-03 08:01:00,2019-03-03 08:06:15.683447,5.255,ceeb844204ff3cf4f2617084dc5e54b4
123,2019-03-03 18:29:00,2019-03-03 18:34:12.743360,5.255,ceeb844204ff3cf4f2617084dc5e54b4
124,2019-03-04 07:55:00,2019-03-04 07:59:57.178269,5.03,ceeb844204ff3cf4f2617084dc5e54b4
125,2019-03-04 18:31:00,2019-03-04 18:36:06.789804,5.03,ceeb844204ff3cf4f2617084dc5e54b4
126,2019-03-05 07:54:00,2019-03-05 07:59:15.293884,5.34,ceeb844204ff3cf4f2617084dc5e54b4
127,2019-03-05 18:32:00,2019-03-05 18:37:20.550761,5.34,ceeb844204ff3cf4f2617084dc5e54b4
128,2019-03-06 07:56:00,2019-03-06 08:01:01.290662,5.105,ceeb844204ff3cf4f2617084dc5e54b4
129,2019-03-06 18:27:00,2019-03-06 18:32:02.296821,5.105,ceeb844204ff3cf4f2617084dc5e54b4
130,2019-03-07 07:59:00,2019-03-07 08:04:18.876723,5.33,ceeb844204ff3cf4f2617084dc5e54b4
131,2019-03-07 18:28:00,2019-03-07 18:33:18.944100,5.33,ceeb844204ff3cf4f2617084dc5e54b4
132,2019-03-08 07:54:00,2019-03-08 07:59:11.334442,5.215,ceeb844204ff3cf4f2617084dc5e54b4
133,2019-03-08 18:25:00,2019-03-08 18:30:09.398441,5.215,ceeb844204ff3cf4f2617084dc5e54b4
134,2019-03-09 07:55:00,2019-03-09 08:00:09.557823,5.24,ceeb844204ff3cf4f2617084dc5e54b4
135,2019-03-09 18:33:00,2019-03-09 18:38:13.063397,5.24,ceeb844204ff3cf4f2617084dc5e54b4
136,2019-03-10 07:57:00,2019-03-10 08:02:09.625750,5.09,ceeb844204ff3cf4f2617084dc5e54b4
137,2019-03-10 18:26:00,2019-03-10 18:31:05.201639,5.09,ceeb844204ff3cf4f2617084dc5e54b4
138,2019-03-11 08:05:00,2019-03-11 08:10:03.607146,5.125,ceeb844204ff3cf4f2617084dc5e54b4
139,2019-03-11 18:34:00,2019-03-11 18:39:02.610084,5.125,ceeb844204ff3cf4f2617084dc5e54b4
140,2019-03-12 07:57:00,2019-03-12 08:02:13.947326,5.15,ceeb844204ff3cf4f2617084dc5e54b4
141,2019-03-12 18:31:00,2019-03-12 18:36:12.973904,5.15,ceeb844204ff3cf4f2617084dc5e54b4
142,2019-03-13 08:02:00,2019-03-13 08:07:10.167169,5.205,ceeb844204ff3cf4f2617084dc5e54b4
143,2019-03-13 18:33:00,2019-03-13 18:38:16.234172,5.205,ceeb844204ff3cf4f2617084dc5e54b4
144,2019-03-14 07:55:00,2019-03-14 07:59:57.818195,5.03,ceeb844204ff3cf4f2617084dc5e54b4
145,2019-03-14 18:30:00,2019-03-14 18:35:03.936516,5.03,ceeb844204ff3cf4f2617084dc5e54b4
146,2019-03-15 07:58:00,2019-03-15 08:03:10.932023,5.195,ceeb844204ff3cf4f2617084dc5e54b4
147,2019-03-15 18:35:00,2019-03-15 18:40:08.648674,5.195,ceeb844204ff3cf4f2617084dc5e54b4
148,2019-03-16 07:56:00,2019-03-16 08:01:26.021078,5.45,ceeb844204ff3cf4f2617084dc5e54b4
149,2019-03-16 18:34:00,2019-03-16 18:39:28.693355,5.45,ceeb844204ff3cf4f2617084dc5e54b4
150,2019-03-17 08:00:00,2019-03-17 08:05:08.964708,5.115,ceeb844204ff3cf4f2617084dc5e54b4
151,2019-03-17 18:27:00,2019-03-17 18:32:05.973469,5.115,ceeb844204ff3cf4f2617084dc5e54b4
152,2019-03-18 07:56:00,2019-03-18 08:01:00.220624,5.015,ceeb844204ff3cf4f2617084dc5e54b4
153,2019-03-18 18:33:00,2019-03-18 18:38:01.541874,5.015,ceeb844204ff3cf4f2617084dc5e54b4
154,2019-03-19 07:54:00,2019-03-19 07:59:18.018074,5.22,ceeb844204ff3cf4f2617084dc5e54b4
155,2019-03-19 18:28:00,2019-03-19 18:33:15.490045,5.22,ceeb844204ff3cf4f2617084dc5e54b4
156,2019-03-20 08:03:00,2019-03-20 08:08:14.372684,5.2,ceeb844204ff3cf4f2617084dc5e54b4
157,2019-03-20 18:24:00,2019-03-20 18:29:10.514495,5.2,ceeb844204ff3cf4f2617084dc5e54b4
158,2019-03-21 07:54:00,2019-03-21 07:59:04.029849,5.125,ceeb844204ff3cf4f2617084dc5e54b4
159,2019-03-21 18:26:00,2019-03-21 18:31:11.446367,5.125,ceeb844204ff3cf4f2617084dc5e54b4
160,2019-03-22 07:56:00,2019-03-22 08:01:26.677828,5.45,ceeb844204ff3cf4f2617084dc5e54b4
161,2019-03-22 18:26:00,2019-03-22 18:31:22.725481,5.45,ceeb844204ff3cf4f2617084dc5e54b4
162,2019-03-23 08:05:00,2019-03-23 08:09:55.609036,4.99,ceeb844204ff3cf4f2617084dc5e54b4
163,2019-03-23 18:30:00,2019-03-23 18:34:54.570960,4.99,ceeb844204ff3cf4f2617084dc5e54b4
164,2019-03-24 07:59:00,2019-03-24 08:04:04.952830,5.05,ceeb844204ff3cf4f2617084dc5e54b4
165,2019-03-24 18:26:00,2019-03-24 18:31:00.076918,5.05,ceeb844204ff3cf4f2617084dc5e54b4
166,2019-03-25 08:03:00,2019-03-25 08:08:14.262490,5.27,ceeb844204ff3cf4f2617084dc5e54b4
167,2019-03-25 18:26:00,2019-03-25 18:31:19.501155,5.27,ceeb844204ff3cf4f2617084dc5e54b4
168,2019-03-26 07:56:00,2019-03-26 08:01:16.493103,5.245,ceeb844204ff3cf4f2617084dc5e54b4
169,2019-03-26 18:24:00,2019-03-26 18:29:12.904115,5.245,ceeb844204ff3cf4f2617084dc5e54b4
170,2019-03-27 07:54:00,2019-03-27 07:59:22.354160,5.345,ceeb844204ff3cf4f2617084dc5e54b4
171,2019-03-27 18:32:00,2019-03-27 18:37:20.417027,5.345,ceeb844204ff3cf4f2617084dc5e54b4
172,2019-03-28 07:59:00,2019-03-28 08:04:24.038198,5.465,ceeb844204ff3cf4f2617084dc5e54b4
173,2019-03-28 18:26:00,2019-03-28 18:31:30.474956,5.465,ceeb844204ff3cf4f2617084dc5e54b4
174,2019-03-29 08:01:00,2019-03-29 08:06:26.401427,5.4,ceeb844204ff3cf4f2617084dc5e54b4
175,2019-03-29 18:25:00,2019-03-29 18:30:22.875316,5.4,ceeb844204ff3cf4f2617084dc5e54b4
176,2019-03-30 08:01:00,2019-03-30 08:06:04.838502,5.12,ceeb844204ff3cf4f2617084dc5e54b4
177,2019-03-30 18:26:00,2019-03-30 18:31:03.797685,5.12,ceeb844204ff3cf4f2617084dc5e54b4
178,2019-03-31 08:02:00,2019-03-31 08:07:04.962435,5.0,ceeb844204ff3cf4f2617084dc5e54b4
179,2019-03-31 18:35:00,2019-03-31 18:40:00.295568,5.0,ceeb844204ff3cf4f2617084dc5e54b4
180,2019-04-01 08:02:00,2019-04-01 08:07:04.895644,5.155,ceeb844204ff3cf4f2617084dc5e54b4
181,2019-04-01 18:25:00,2019-04-01 18:30:12.088191,5.155,ceeb844204ff3cf4f2617084dc5e54b4
182,2019-04-02 07:55:00,2019-04-02 08:00:18.012660,5.38,ceeb844204ff3cf4f2617084dc5e54b4
183,2019-04-02 18:29:00,2019-04-02 18:34:25.947406,5.38,ceeb844204ff3cf4f2617084dc5e54b4
184,2019-04-03 08:04:00,2019-04-03 08:09:08.978091,5.075,ceeb844204ff3cf4f2617084dc5e54b4
185,2019-04-03 18:31:00,2019-04-03 18:36:01.638043,5.075,ceeb844204ff3cf4f2617084dc5e54b4
186,2019-04-04 08:04:00,2019-04-04 08:09:26.289812,5.39,ceeb844204ff3cf4f2617084dc5e54b4
187,2019-04-04 18:34:00,2019-04-04 18:39:24.665044,5.39,ceeb844204ff3cf4f2617084dc5e54b4
188,2019-04-05 07:55:00,2019-04-05 08:00:14.278640,5.28,ceeb844204ff3cf4f2617084dc5e54b4
189,2019-04-05 18:25:00,2019-04-05 18:30:18.855528,5.28,ceeb844204ff3cf4f2617084dc5e54b4
190,2019-04-06 08:03:00,2019-04-06 08:08:24.913668,5.42,ceeb844204ff3cf4f2617084dc5e54b4
191,2019-04-06 18:35:00,2019-04-06 18:40:26.456778,5.42,ceeb844204ff3cf4f2617084dc5e54b4
192,2019-04-07 07:58:00,2019-04-07 08:03:16.143707,5.315,ceeb844204ff3cf4f2617084dc5e54b4
193,2019-04-07 18:28:00,2019-04-07 18:33:17.735282,5.315,ceeb844204ff3cf4f2617084dc5e54b4
194,2019-04-08 07:57:00,2019-04-08 08:02:20.824729,5.28,ceeb844204ff3cf4f2617084dc5e54b4
195,2019-04-08 18:26:00,2019-04-08 18:31:14.054934,5.28,ceeb844204ff3cf4f2617084dc5e54b4
196,2019-04-09 07:54:00,2019-04-09 07:59:14.556907,5.26,ceeb844204ff3cf4f2617084dc5e54b4
197,2019-04-09 18:34:00,2019-04-09 18:39:16.357941,5.26,ceeb844204ff3cf4f2617084dc5e54b4
198,2019-04-10 08:01:00,2019-04-10 08:06:22.551829,5.405,ceeb844204ff3cf4f2617084dc5e54b4
199,2019-04-10 18:26:00,2019-04-10 18:31:19.926052,5.405,ceeb844204ff3cf4f2617084dc5e54b4
200,2019-04-11 07:57:00,2019-04-11 08:02:17.352576,5.315,ceeb844204ff3cf4f2617084dc5e54b4
201,2019-04-11 18:30:00,2019-04-11 18:35:18.376115,5.315,ceeb844204ff3cf4f2617084dc5e54b4
202,2019-04-12 08:05:00,2019-04-12 08:10:23.882776,5.445,ceeb844204ff3cf4f2617084dc5e54b4
203,2019-04-12 18:32:00,2019-04-12 18:37:23.548283,5.445,ceeb844204ff3cf4f2617084dc5e54b4
204,2019-04-13 07:58:00,2019-04-13 08:02:57.188694,5.02,ceeb844204ff3cf4f2617084dc5e54b4
205,2019-04-13 18:27:00,2019-04-13 18:32:05.814674,5.02,ceeb844204ff3cf4f2617084dc5e54b4
206,2019-04-14 08:03:00,2019-04-14 08:08:17.890976,5.335,ceeb844204ff3cf4f2617084dc5e54b4
207,2019-04-14 18:31:00,2019-04-14 18:36:24.902285,5.335,ceeb844204ff3cf4f2617084dc5e54b4
208,2019-04-15 07:54:00,2019-04-15 07:59:13.775832,5.265,ceeb844204ff3cf4f2617084dc5e54b4
209,2019-04-15 18:27:00,2019-04-15 18:32:13.610996,5.265,ceeb844204ff3cf4f2617084dc5e54b4
210,2019-04-16 08:03:00,2019-04-16 08:08:02.961042,5.085,ceeb844204ff3cf4f2617084dc5e54b4
211,2019-04-16 18:34:00,2019-04-16 18:39:03.718353,5.085,ceeb844204ff3cf4f2617084dc5e54b4
212,2019-04-17 07:55:00,2019-04-17 08:00:17.123997,5.305,ceeb844204ff3cf4f2617084dc5e54b4
213,2019-04-17 18:29:00,2019-04-17 18:34:16.062040,5.305,ceeb844204ff3cf4f2617084dc5e54b4
214,2019-04-18 07:55:00,2019-04-18 08:00:05.361647,5.05,ceeb844204ff3cf4f2617084dc5e54b4
215,2019-04-18 18:26:00,2019-04-18 18:31:03.151075,5.05,ceeb844204ff3cf4f2617084dc5e54b4
216,2019-04-19 07:56:00,2019-04-19 08:01:10.805923,5.165,ceeb844204ff3cf4f2617084dc5e54b4
217,2019-04-19 18:28:00,2019-04-19 18:33:12.977411,5.165,ceeb844204ff3cf4f2617084dc5e54b4
218,2019-04-20 08:02:00,2019-04-20 08:07:17.738140,5.31,ceeb844204ff3cf4f2617084dc5e54b4
219,2019-04-20 18:34:00,2019-04-20 18:39:14.672388,5.31,ceeb844204ff3cf4f2617084dc5e54b4
220,2019-04-21 08:00:00,2019-04-21 08:05:30.979770,5.48,ceeb844204ff3cf4f2617084dc5e54b4
221,2019-04-21 18:28:00,2019-04-21 18:33:29.341351,5.48,ceeb844204ff3cf4f2617084dc5e54b4
222,2019-04-22 08:02:00,2019-04-22 08:07:04.609298,5.145,ceeb844204ff3cf4f2617084dc5e54b4
223,2019-04-22 18:35:00,2019-04-22 18:40:12.051326,5.145,ceeb844204ff3cf4f2617084dc5e54b4
224,2019-04-23 08:04:00,2019-04-23 08:09:18.676919,5.395,ceeb844204ff3cf4f2617084dc5e54b4
225,2019-04-23 18:25:00,2019-04-23 18:30:23.377566,5.395,ceeb844204ff3cf4f2617084dc5e54b4
226,2019-04-24 07:56:00,2019-04-24 08:01:17.060988,5.315,ceeb844204ff3cf4f2617084dc5e54b4
227,2019-04-24 18:28:00,2019-04-24 18:33:14.297268,5.315,ceeb844204ff3cf4f2617084dc5e54b4
228,2019-04-25 07:57:00,2019-04-25 08:02:30.295648,5.42,ceeb844204ff3cf4f2617084dc5e54b4
229,2019-04-25 18:26:00,2019-04-25 18:31:27.784780,5.42,ceeb844204ff3cf4f2617084dc5e54b4
230,2019-04-26 07:54:00,2019-04-26 07:59:32.173873,5.455,ceeb844204ff3cf4f2617084dc5e54b4
231,2019-04-26 18:26:00,2019-04-26 18:31:32.549681,5.455,ceeb844204ff3cf4f2617084dc5e54b4
232,2019-04-27 08:01:00,2019-04-27 08:06:27.269496,5.435,ceeb844204ff3cf4f2617084dc5e54b4
233,2019-04-27 18:31:00,2019-04-27 18:36:27.138552,5.435,ceeb844204ff3cf4f2617084dc5e54b4
234,2019-04-28 07:57:00,2019-04-28 08:02:08.194144,5.115,ceeb844204ff3cf4f2617084dc5e54b4
235,2019-04-28 18:32:00,2019-04-28 18:37:04.327329,5.115,ceeb844204ff3cf4f2617084dc5e54b4
