,trip_length,trip_start_time,trip_end_time,trip_duration,ev,ev_id,trip_speed,trip_energy_consumption,trip_required_soc,ev_battery_size,trip_estimate_arrival,profile,trip_id,covered_distance
29,5.415,2019-01-15 18:30:00,2019-01-15 18:35:24.138623,0 days 00:05:24.138623,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.140935383671604,0.8664000000000001,0.012341880341880343,70.2,2019-01-15 18:35:24.138623,"N:Residential1, T:Short",8273e80fd1804cb51a180777c9beb268,5.415
30,5.305,2019-01-16 08:04:00,2019-01-16 08:09:21.363977,0 days 00:05:21.363977,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.42794263927129,0.8488,0.01209116809116809,70.2,2019-01-16 08:09:21.363977,"N:Residential1, T:Short",e6a890a772f5ebc6d2b3328c083f9f43,5.305
31,5.305,2019-01-16 18:25:00,2019-01-16 18:30:16.933433,0 days 00:05:16.933433,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.258710475303545,0.8488,0.01209116809116809,70.2,2019-01-16 18:30:16.933433,"N:Residential1, T:Short",deb589792dccd5f4411ae096df26a858,5.305
32,5.335,2019-01-17 07:55:00,2019-01-17 08:00:21.304003,0 days 00:05:21.304003,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.775165619115675,0.8536,0.012159544159544159,70.2,2019-01-17 08:00:21.304003,"N:Residential1, T:Short",bb282c10f0a58db6fcbc94eb06e353dc,5.335
33,5.335,2019-01-17 18:29:00,2019-01-17 18:34:24.132384,0 days 00:05:24.132384,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.25356726875577,0.8536,0.012159544159544159,70.2,2019-01-17 18:34:24.132384,"N:Residential1, T:Short",a039ab757638dc3018ce37396d9ca1be,5.335
34,4.995,2019-01-18 08:04:00,2019-01-18 08:08:54.885739,0 days 00:04:54.885739,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.97955119422672,0.7992,0.011384615384615384,70.2,2019-01-18 08:08:54.885739,"N:Residential1, T:Short",0841b57248156e74f8902ac283f7ac61,4.995
35,4.995,2019-01-18 18:29:00,2019-01-18 18:34:04.758884,0 days 00:05:04.758884,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.00402229918843,0.7992,0.011384615384615384,70.2,2019-01-18 18:34:04.758884,"N:Residential1, T:Short",a7b088bc34d962dac56737cdde7eb7d3,4.995
36,5.03,2019-01-19 08:03:00,2019-01-19 08:07:57.470391,0 days 00:04:57.470391,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.8732853140976,0.8048000000000001,0.011464387464387465,70.2,2019-01-19 08:07:57.470391,"N:Residential1, T:Short",781ce943906629bd9d00313ca3d74e54,5.03
37,5.03,2019-01-19 18:30:00,2019-01-19 18:35:01.534793,0 days 00:05:01.534793,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.05277140090223,0.8048000000000001,0.011464387464387465,70.2,2019-01-19 18:35:01.534793,"N:Residential1, T:Short",e5281fcb0a43d4bcec93d3787afb64ac,5.03
38,5.35,2019-01-20 08:04:00,2019-01-20 08:09:23.589594,0 days 00:05:23.589594,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.51983727594289,0.856,0.012193732193732192,70.2,2019-01-20 08:09:23.589594,"N:Residential1, T:Short",c3fec35643209fbf4a98835c890da492,5.35
39,5.35,2019-01-20 18:24:00,2019-01-20 18:29:23.227825,0 days 00:05:23.227825,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.58645420028436,0.856,0.012193732193732192,70.2,2019-01-20 18:29:23.227825,"N:Residential1, T:Short",f61f534fd14b9087190839d2c014ee44,5.35
40,5.14,2019-01-21 07:57:00,2019-01-21 08:02:11.912050,0 days 00:05:11.912050,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.324415242554004,0.8224,0.011715099715099715,70.2,2019-01-21 08:02:11.912050,"N:Residential1, T:Short",cbf855fd5e08d85dee23d63af39d3e68,5.14
41,5.14,2019-01-21 18:26:00,2019-01-21 18:31:05.661183,0 days 00:05:05.661183,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.53761829939559,0.8224,0.011715099715099715,70.2,2019-01-21 18:31:05.661183,"N:Residential1, T:Short",88df9ae69af7c99cc91fb92f1b6bdc48,5.14
42,5.465,2019-01-22 07:56:00,2019-01-22 08:01:23.534224,0 days 00:05:23.534224,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.80964097337208,0.8744,0.012455840455840455,70.2,2019-01-22 08:01:23.534224,"N:Residential1, T:Short",d60e552997f07b69904a54f6b896f22b,5.465
43,5.465,2019-01-22 18:32:00,2019-01-22 18:37:27.451906,0 days 00:05:27.451906,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.08210557409413,0.8744,0.012455840455840455,70.2,2019-01-22 18:37:27.451906,"N:Residential1, T:Short",a0038e06e51f3b6a4f813b0019e131a2,5.465
44,5.09,2019-01-23 07:57:00,2019-01-23 08:02:02.214987,0 days 00:05:02.214987,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.63233399266676,0.8144,0.011601139601139602,70.2,2019-01-23 08:02:02.214987,"N:Residential1, T:Short",9fc19a9ab66bb0dfb864ced5f326c457,5.09
45,5.09,2019-01-23 18:26:00,2019-01-23 18:31:05.468182,0 days 00:05:05.468182,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.98660775779237,0.8144,0.011601139601139602,70.2,2019-01-23 18:31:05.468182,"N:Residential1, T:Short",d32ab99e46bd18a9aeed8581aa130761,5.09
46,5.34,2019-01-24 08:04:00,2019-01-24 08:09:22.377287,0 days 00:05:22.377287,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.63199260662174,0.8544,0.012170940170940172,70.2,2019-01-24 08:09:22.377287,"N:Residential1, T:Short",532c5c90dc4727e6f468d867000d5643,5.34
47,5.34,2019-01-24 18:33:00,2019-01-24 18:38:25.297582,0 days 00:05:25.297582,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.09665817996476,0.8544,0.012170940170940172,70.2,2019-01-24 18:38:25.297582,"N:Residential1, T:Short",96d1bddae3ad3c9e1fae528507f9fade,5.34
48,5.265,2019-01-25 07:56:00,2019-01-25 08:01:20.109720,0 days 00:05:20.109720,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.210948088180395,0.8423999999999999,0.011999999999999999,70.2,2019-01-25 08:01:20.109720,"N:Residential1, T:Short",e597c9eacd67851cbf4a7edecc62364f,5.265
49,5.265,2019-01-25 18:30:00,2019-01-25 18:35:13.214245,0 days 00:05:13.214245,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.51448911602569,0.8423999999999999,0.011999999999999999,70.2,2019-01-25 18:35:13.214245,"N:Residential1, T:Short",19d7884a9957f24a8d09dd6847c31aed,5.265
50,5.33,2019-01-26 07:59:00,2019-01-26 08:04:19.520349,0 days 00:05:19.520349,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.05251327091233,0.8528,0.012148148148148148,70.2,2019-01-26 08:04:19.520349,"N:Residential1, T:Short",66d0ab390b34c660239eba50a4647585,5.33
51,5.33,2019-01-26 18:29:00,2019-01-26 18:34:20.572879,0 days 00:05:20.572879,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.855344201570254,0.8528,0.012148148148148148,70.2,2019-01-26 18:34:20.572879,"N:Residential1, T:Short",6afb5c3694516c92eed7e62a18884f21,5.33
52,5.225,2019-01-27 07:54:00,2019-01-27 07:59:11.377133,0 days 00:05:11.377133,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.40906020865005,0.836,0.011908831908831907,70.2,2019-01-27 07:59:11.377133,"N:Residential1, T:Short",0767e7d67246c58e25596270b05dcefa,5.225
53,5.225,2019-01-27 18:34:00,2019-01-27 18:39:12.691883,0 days 00:05:12.691883,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.15506321598666,0.836,0.011908831908831907,70.2,2019-01-27 18:39:12.691883,"N:Residential1, T:Short",6637eae9092e315ec73f790fb51e74c7,5.225
54,5.19,2019-01-28 07:54:00,2019-01-28 07:59:16.201088,0 days 00:05:16.201088,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.088980657983235,0.8304,0.011829059829059829,70.2,2019-01-28 07:59:16.201088,"N:Residential1, T:Short",89e3f16fd2d2110564a1072d5a918bcb,5.19
55,5.19,2019-01-28 18:33:00,2019-01-28 18:38:13.894647,0 days 00:05:13.894647,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.5231558339492,0.8304,0.011829059829059829,70.2,2019-01-28 18:38:13.894647,"N:Residential1, T:Short",a8657d1da5e8ab51f5497a4a784509fa,5.19
56,5.105,2019-01-29 08:01:00,2019-01-29 08:06:09.561145,0 days 00:05:09.561145,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.36791574399772,0.8168000000000001,0.011635327635327637,70.2,2019-01-29 08:06:09.561145,"N:Residential1, T:Short",b7c80722d43af422ab9ebb80c014ad0f,5.105
57,5.105,2019-01-29 18:28:00,2019-01-29 18:33:05.684839,0 days 00:05:05.684839,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.12074421251023,0.8168000000000001,0.011635327635327637,70.2,2019-01-29 18:33:05.684839,"N:Residential1, T:Short",528887807f0191c8b60f6504f90675cb,5.105
58,5.49,2019-01-30 07:59:00,2019-01-30 08:04:30.118169,0 days 00:05:30.118169,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.869470622656436,0.8784000000000001,0.012512820512820513,70.2,2019-01-30 08:04:30.118169,"N:Residential1, T:Short",1655ee2bcdcfef9363c17db8e7b5cbc4,5.49
59,5.49,2019-01-30 18:31:00,2019-01-30 18:36:29.563901,0 days 00:05:29.563901,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.970160452235596,0.8784000000000001,0.012512820512820513,70.2,2019-01-30 18:36:29.563901,"N:Residential1, T:Short",dbfa5f63c3588ee01e503644d75c1d72,5.49
60,5.44,2019-01-31 07:55:00,2019-01-31 08:00:28.902470,0 days 00:05:28.902470,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.543487136144364,0.8704000000000001,0.012398860398860399,70.2,2019-01-31 08:00:28.902470,"N:Residential1, T:Short",2bb1e25810f353f9c4caa2f3235138ea,5.44
61,5.44,2019-01-31 18:28:00,2019-01-31 18:33:28.964288,0 days 00:05:28.964288,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.53229783867006,0.8704000000000001,0.012398860398860399,70.2,2019-01-31 18:33:28.964288,"N:Residential1, T:Short",8da6e1c430f0f21ebe0bae0a373a1618,5.44
62,5.43,2019-02-01 08:00:00,2019-02-01 08:05:29.596809,0 days 00:05:29.596809,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.308826566600914,0.8688,0.012376068376068377,70.2,2019-02-01 08:05:29.596809,"N:Residential1, T:Short",cf0dfc0ef221bbd723ffceba3af6ff21,5.43
63,5.43,2019-02-01 18:32:00,2019-02-01 18:37:21.069495,0 days 00:05:21.069495,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.88401512336738,0.8688,0.012376068376068377,70.2,2019-02-01 18:37:21.069495,"N:Residential1, T:Short",cb5714490a74ea22454a7b7dc22dcb25,5.43
64,5.255,2019-02-02 07:54:00,2019-02-02 07:59:15.424586,0 days 00:05:15.424586,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.97630127508797,0.8408,0.011977207977207976,70.2,2019-02-02 07:59:15.424586,"N:Residential1, T:Short",cc64bfc72fb85bd2458b3a0d4c887ebf,5.255
65,5.255,2019-02-02 18:25:00,2019-02-02 18:30:12.111508,0 days 00:05:12.111508,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.61295244295684,0.8408,0.011977207977207976,70.2,2019-02-02 18:30:12.111508,"N:Residential1, T:Short",ff9c8c6c5dc7a87921913a563384248e,5.255
66,5.49,2019-02-03 07:58:00,2019-02-03 08:03:31.878648,0 days 00:05:31.878648,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.55188786110444,0.8784000000000001,0.012512820512820513,70.2,2019-02-03 08:03:31.878648,"N:Residential1, T:Short",ac9b8b3d7dbdbe32cfb2c476f6cd768b,5.49
67,5.49,2019-02-03 18:31:00,2019-02-03 18:36:30.646558,0 days 00:05:30.646558,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.77379635940708,0.8784000000000001,0.012512820512820513,70.2,2019-02-03 18:36:30.646558,"N:Residential1, T:Short",c10bcc6957d9b6bd1b9a9df8c7ef6a62,5.49
68,5.26,2019-02-04 08:01:00,2019-02-04 08:06:17.208212,0 days 00:05:17.208212,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.69580636229458,0.8416,0.011988603988603989,70.2,2019-02-04 08:06:17.208212,"N:Residential1, T:Short",ee4d07dff7993d8594d90f70aac61a64,5.26
69,5.26,2019-02-04 18:28:00,2019-02-04 18:33:13.524141,0 days 00:05:13.524141,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.39726292338548,0.8416,0.011988603988603989,70.2,2019-02-04 18:33:13.524141,"N:Residential1, T:Short",fcdc645348253887cbd8468d918a369d,5.26
70,5.05,2019-02-05 08:04:00,2019-02-05 08:08:59.720346,0 days 00:04:59.720346,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.65654279663195,0.8079999999999999,0.011509971509971509,70.2,2019-02-05 08:08:59.720346,"N:Residential1, T:Short",9898c55d0c64525caab55882fc2c44b8,5.05
71,5.05,2019-02-05 18:35:00,2019-02-05 18:40:07.138777,0 days 00:05:07.138777,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.19148390312242,0.8079999999999999,0.011509971509971509,70.2,2019-02-05 18:40:07.138777,"N:Residential1, T:Short",0e18f61b286300ae6b0fdf3546fd3009,5.05
72,5.05,2019-02-06 07:56:00,2019-02-06 08:01:04.284468,0 days 00:05:04.284468,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.7467236753284,0.8079999999999999,0.011509971509971509,70.2,2019-02-06 08:01:04.284468,"N:Residential1, T:Short",b5688efe00b78b7afde1d59e44c69a62,5.05
73,5.05,2019-02-06 18:35:00,2019-02-06 18:40:00.619192,0 days 00:05:00.619192,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.47518075039469,0.8079999999999999,0.011509971509971509,70.2,2019-02-06 18:40:00.619192,"N:Residential1, T:Short",47ec16041b2804b6a2354c8311c191d1,5.05
74,5.075,2019-02-07 08:03:00,2019-02-07 08:08:07.333969,0 days 00:05:07.333969,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.44673175615158,0.812,0.011566951566951568,70.2,2019-02-07 08:08:07.333969,"N:Residential1, T:Short",1536b5b46e3f2c80a61d3a5c99b81922,5.075
75,5.075,2019-02-07 18:34:00,2019-02-07 18:39:07.968903,0 days 00:05:07.968903,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.32417141822491,0.812,0.011566951566951568,70.2,2019-02-07 18:39:07.968903,"N:Residential1, T:Short",74ce3c3c4f20e01e06bfff161dc11cdf,5.075
76,5.23,2019-02-08 07:58:00,2019-02-08 08:03:16.836966,0 days 00:05:16.836966,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.42488423048916,0.8368000000000001,0.011920227920227922,70.2,2019-02-08 08:03:16.836966,"N:Residential1, T:Short",ccd6b3e1cb2dee58fbfd2548dabd2ffd,5.23
77,5.23,2019-02-08 18:30:00,2019-02-08 18:35:12.411913,0 days 00:05:12.411913,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,60.26658784629219,0.8368000000000001,0.011920227920227922,70.2,2019-02-08 18:35:12.411913,"N:Residential1, T:Short",f47b194dfae47daf96fcbf79408307b7,5.23
78,5.285,2019-02-09 08:03:00,2019-02-09 08:08:19.778043,0 days 00:05:19.778043,BMW 530e with 70.2 kWh battery,ceeb844204ff3cf4f2617084dc5e54b4,59.497518364402254,0.8456,0.012045584045584045,70.2,2019-02-09 08:08:19.778043,"N:Residential1, T:Short",03e8ae358722e28c04faade8bc24baa7,5.285
